S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S30;S31;S32;S33;S34;S35;S36;S37;S38
14.38%;19.18%;22.97%;25.58%;27.58%;29.51%;30.92%;32.18%;33.18%;34.16%;34.55%;35.19%;35.85%;36.39%;36.76%;37.12%;37.52%;37.62%;37.81%;38.13%;38.0%;37.33%;36.65%;36.35%;36.95%;36.93%;38.18%;37.52%;39.78%;40.0%;;;;;;;;
