S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S30;S31;S32;S33;S34;S35;S36;S37;S38
0.0%;0.0%;0.0%;0.02%;0.36%;3.75%;5.54%;6.64%;7.35%;10.51%;17.33%;26.22%;32.97%;39.3%;43.55%;47.45%;50.0%;52.14%;53.59%;55.09%;56.07%;56.79%;57.68%;59.09%;60.41%;61.26%;61.22%;61.49%;60.61%;61.47%;59.44%;59.59%;;;;;;
