S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S28;S29;S30;S31;S32;S33;S34;S35;S36;S37;S38
100.0%;79.42%;74.68%;70.79%;68.74%;66.91%;60.81%;58.24%;56.27%;54.34%;47.66%;40.33%;31.8%;25.82%;19.34%;15.54%;11.98%;9.78%;7.77%;6.27%;5.02%;4.08%;3.58%;3.07%;2.54%;1.76%;1.57%;1.24%;0.99%;0.84%;0.5%;0.34%;;;;;;
